index,municipios,homicidio_doloso,total_vitimas_homicidio_doloso,latrocinio,furtos,abigeato,furto_veiculo,roubos,roubo_veiculo,estelionato,delitos_armas_municoes,entorpecente_posse,entorpecente_trafico,vitimas_latrocinio,vitimas_lesao_corporal_morte,total_vitimas_crimes_violentos,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14,ç
4133,ESTRELA,1,1,0,27,0,2,1,1,29,0,5,2,0,0,1,,,,,,,,,,,,,,,,
4134,ESTRELA VELHA,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4135,EUGENIO DE CASTRO,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4136,FAGUNDES VARELA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4137,FARROUPILHA,2,2,0,50,0,5,7,3,74,1,1,4,0,0,3,,,,,,,,,,,,,,,,
4138,FAXINAL DO SOTURNO,0,0,0,7,1,0,0,0,3,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4139,FAXINALZINHO,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4140,FAZENDA VILA NOVA,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,,,,,,,,,,,,,,,,
4141,FELIZ,0,0,0,5,2,0,0,0,12,1,3,0,0,0,0,,,,,,,,,,,,,,,,
4142,FLORES DA CUNHA,1,1,0,23,1,2,0,0,28,0,3,2,0,0,1,,,,,,,,,,,,,,,,
4143,FLORIANO PEIXOTO,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4144,FONTOURA XAVIER,0,0,0,10,3,2,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4145,FORMIGUEIRO,0,0,0,9,3,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4146,FORQUETINHA,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4147,FORTALEZA DOS VALOS,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4148,FREDERICO WESTPHALEN,0,0,0,14,2,0,0,0,17,0,9,3,0,0,0,,,,,,,,,,,,,,,,
4149,GARIBALDI,0,0,0,17,0,2,1,0,14,0,1,1,0,0,0,,,,,,,,,,,,,,,,
4150,GARRUCHOS,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4151,GAURAMA,0,0,0,4,0,0,0,0,3,0,0,2,0,0,0,,,,,,,,,,,,,,,,
4152,GENERAL CAMARA,0,0,0,10,2,0,0,0,4,0,6,1,0,0,0,,,,,,,,,,,,,,,,
4153,GENTIL,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4154,GETULIO VARGAS,0,0,0,5,0,0,2,0,6,0,6,2,0,0,0,,,,,,,,,,,,,,,,
4155,GIRUA,0,0,0,12,1,0,0,0,1,1,4,0,0,0,0,,,,,,,,,,,,,,,,
4156,GLORINHA,0,0,0,8,1,0,0,0,2,0,1,1,0,0,0,,,,,,,,,,,,,,,,
4157,GRAMADO,0,0,0,37,0,2,1,0,47,2,9,6,0,0,0,,,,,,,,,,,,,,,,
4158,GRAMADO DOS LOUREIROS,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4159,GRAMADO XAVIER,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4160,GRAVATAI,1,1,0,159,2,20,66,7,187,10,15,14,0,0,1,,,,,,,,,,,,,,,,
4161,GUABIJU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4162,GUAIBA,0,0,0,57,1,5,11,1,38,2,18,2,0,0,0,,,,,,,,,,,,,,,,
4163,GUAPORE,1,1,0,9,1,2,0,0,11,2,8,4,0,0,1,,,,,,,,,,,,,,,,
4164,GUARANI DAS MISSOES,0,0,0,5,0,0,0,0,5,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4165,HARMONIA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4166,HERVAL,0,0,0,5,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4167,HERVEIRAS,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4168,HORIZONTINA,0,0,0,14,0,0,1,1,4,0,1,1,0,0,0,,,,,,,,,,,,,,,,
4169,HULHA NEGRA,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,
4170,HUMAITA,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4171,IBARAMA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4172,IBIACA,0,0,0,6,1,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4173,IBIRAIARAS,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4174,IBIRAPUITA,0,0,1,1,0,0,0,0,3,0,1,0,1,0,1,,,,,,,,,,,,,,,,
4175,IBIRUBA,0,0,0,12,1,0,1,0,24,2,1,1,0,0,0,,,,,,,,,,,,,,,,
4176,IGREJINHA,1,1,0,18,0,0,1,0,13,0,5,1,0,0,1,,,,,,,,,,,,,,,,
4177,IJUI,0,0,0,76,1,9,1,0,41,5,42,19,0,0,0,,,,,,,,,,,,,,,,
4178,ILOPOLIS,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4179,IMBE,0,0,0,46,0,0,7,0,18,0,4,2,0,0,0,,,,,,,,,,,,,,,,
4180,IMIGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4181,INDEPENDENCIA,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4182,INHACORA,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4183,IPE,0,0,0,3,1,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4184,IPIRANGA DO SUL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4185,IRAI,0,0,0,12,0,1,1,0,4,2,3,2,0,0,0,,,,,,,,,,,,,,,,
4186,ITAARA,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4187,ITACURUBI,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4188,ITAPUCA,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4189,ITAQUI,1,1,0,35,3,3,3,0,10,1,1,0,0,0,1,,,,,,,,,,,,,,,,
4190,ITATI,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4191,ITATIBA DO SUL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4192,IVORA,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,
4193,IVOTI,0,0,0,2,0,1,0,0,13,0,4,2,0,0,0,,,,,,,,,,,,,,,,
4194,JABOTICABA,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4195,JACUIZINHO,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4196,JACUTINGA,1,1,0,3,0,0,0,0,1,0,2,0,0,0,1,,,,,,,,,,,,,,,,
4197,JAGUARAO,0,0,0,35,6,2,1,0,1,1,5,6,0,0,0,,,,,,,,,,,,,,,,
4198,JAGUARI,0,0,0,8,1,0,1,0,4,0,3,2,0,0,0,,,,,,,,,,,,,,,,
4199,JAQUIRANA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4200,JARI,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,
4201,JOIA,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4202,JULIO DE CASTILHOS,0,0,0,22,1,1,2,0,6,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4203,LAGOA BONITA DO SUL,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4204,LAGOA DOS TRES CANTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4205,LAGOA VERMELHA,0,0,0,19,0,1,1,0,18,6,8,7,0,0,0,,,,,,,,,,,,,,,,
4206,LAGOAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4207,LAJEADO,1,1,0,59,0,10,3,0,63,3,9,10,0,0,1,,,,,,,,,,,,,,,,
4208,LAJEADO DO BUGRE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4209,LAVRAS DO SUL,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4210,LIBERATO SALZANO,0,0,0,2,0,0,0,0,3,4,0,1,0,0,0,,,,,,,,,,,,,,,,
4211,LINDOLFO COLLOR,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4212,LINHA NOVA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4213,MACAMBARA,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4214,MACHADINHO,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4215,MAMPITUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4216,MANOEL VIANA,0,0,0,5,2,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
4217,MAQUINE,1,1,0,2,1,0,0,0,1,2,0,0,0,0,1,,,,,,,,,,,,,,,,
4218,MARATA,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4219,MARAU,0,0,0,35,2,4,3,0,38,2,3,6,0,0,0,,,,,,,,,,,,,,,,
4220,MARCELINO RAMOS,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,
4221,MARIANA PIMENTEL,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4222,MARIANO MORO,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4223,MARQUES DE SOUZA,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4224,MATA,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4225,MATO CASTELHANO,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4226,MATO LEITAO,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4227,MATO QUEIMADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4228,MAXIMILIANO DE ALMEIDA,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4229,MINAS DO LEAO,0,0,1,5,1,0,1,0,3,0,7,0,1,0,1,,,,,,,,,,,,,,,,
4230,MIRAGUAI,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4231,MONTAURI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4232,MONTE ALEGRE DOS CAMPOS,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4233,MONTE BELO DO SUL,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4234,MONTENEGRO,0,0,0,46,0,5,3,0,30,3,17,9,0,0,0,,,,,,,,,,,,,,,,
4235,MORMACO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4236,MORRINHOS DO SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4237,MORRO REDONDO,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4238,MORRO REUTER,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4239,MOSTARDAS,0,0,0,5,1,0,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4240,MUCUM,0,0,0,7,0,0,0,0,2,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4241,MUITOS CAPOES,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4242,MULITERNO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4243,NAO-ME-TOQUE,0,0,0,9,0,0,1,0,17,0,2,2,0,0,0,,,,,,,,,,,,,,,,
4244,NICOLAU VERGUEIRO,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4245,NONOAI,0,0,0,5,0,0,0,0,11,2,0,0,0,0,0,,,,,,,,,,,,,,,,
4246,NOVA ALVORADA,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4247,NOVA ARACA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4248,NOVA BASSANO,0,0,0,5,2,1,0,0,2,2,0,1,0,0,0,,,,,,,,,,,,,,,,
4249,NOVA BOA VISTA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4250,NOVA BRESCIA,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4251,NOVA CANDELARIA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4252,NOVA ESPERANCA DO SUL,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4253,NOVA HARTZ,0,0,0,5,0,3,0,0,18,0,5,1,0,0,0,,,,,,,,,,,,,,,,
4254,NOVA PADUA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4255,NOVA PALMA,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4256,NOVA PETROPOLIS,0,0,0,7,0,0,0,0,15,0,4,0,0,0,0,,,,,,,,,,,,,,,,
4257,NOVA PRATA,0,0,0,9,0,0,0,0,22,2,8,7,0,0,1,,,,,,,,,,,,,,,,
4258,NOVA RAMADA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4259,NOVA ROMA DO SUL,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4260,NOVA SANTA RITA,0,0,0,25,2,1,0,0,25,3,3,0,0,0,0,,,,,,,,,,,,,,,,
4261,NOVO BARREIRO,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,
4262,NOVO CABRAIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4263,NOVO HAMBURGO,0,0,0,227,1,24,58,15,193,16,26,20,0,0,0,,,,,,,,,,,,,,,,
4264,NOVO MACHADO,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4265,NOVO TIRADENTES,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4266,NOVO XINGU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4267,OSORIO,1,1,0,45,0,2,0,1,30,2,3,21,0,0,1,,,,,,,,,,,,,,,,
4268,PAIM FILHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4269,PALMARES DO SUL,0,0,0,6,2,0,0,0,5,0,0,4,0,0,0,,,,,,,,,,,,,,,,
4270,PALMEIRA DAS MISSOES,0,0,0,33,1,0,2,0,14,1,5,3,0,0,0,,,,,,,,,,,,,,,,
4271,PALMITINHO,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,,,,,,,,,,,,,,,,
4272,PANAMBI,0,0,0,28,0,2,2,0,27,2,6,1,0,0,0,,,,,,,,,,,,,,,,
4273,PANTANO GRANDE,0,0,0,5,1,0,0,0,4,0,0,0,0,2,2,,,,,,,,,,,,,,,,
4274,PARAI,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4275,PARAISO DO SUL,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4276,PARECI NOVO,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4277,PAROBE,0,0,0,30,0,5,2,0,23,1,24,7,0,0,0,,,,,,,,,,,,,,,,
4278,PASSA SETE,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4279,PASSO DO SOBRADO,0,0,0,7,2,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4280,PASSO FUNDO,2,2,0,193,2,41,50,5,154,22,32,18,0,0,3,,,,,,,,,,,,,,,,
4281,PAULO BENTO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4282,PAVERAMA,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4283,PEDRAS ALTAS,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4284,PEDRO OSORIO,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4285,PEJUCARA,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4286,PELOTAS,1,1,0,270,2,5,90,2,153,9,18,31,0,1,2,,,,,,,,,,,,,,,,
4287,PICADA CAFE,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,,,,,,,,,,,,,,,,
4288,PINHAL,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4289,PINHAL DA SERRA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4290,PINHAL GRANDE,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4291,PINHEIRINHO DO VALE,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,
4292,PINHEIRO MACHADO,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4293,PINTO BANDEIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4294,PIRAPO,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4295,PIRATINI,0,0,0,7,2,1,0,0,7,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4296,PLANALTO,0,0,0,4,0,0,1,0,7,1,2,0,0,0,0,,,,,,,,,,,,,,,,
4297,POCO DAS ANTAS,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4298,PONTAO,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4299,PONTE PRETA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4300,PORTAO,0,0,0,34,0,0,5,1,38,1,6,5,0,0,0,,,,,,,,,,,,,,,,
4301,PORTO ALEGRE,22,24,0,2318,2,161,1153,131,1199,69,148,282,0,0,33,,,,,,,,,,,,,,,,
4302,PORTO LUCENA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4303,PORTO MAUA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4304,PORTO VERA CRUZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4305,PORTO XAVIER,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,
4306,POUSO NOVO,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4307,PRESIDENTE LUCENA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4308,PROGRESSO,0,0,0,5,0,2,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4309,PROTASIO ALVES,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4310,PUTINGA,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4311,QUARAI,0,0,0,19,3,1,2,0,5,1,2,0,0,0,0,,,,,,,,,,,,,,,,
4312,QUATRO IRMAOS,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4313,QUEVEDOS,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4314,QUINZE DE NOVEMBRO,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4315,REDENTORA,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4316,RELVADO,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4317,RESTINGA SECA,0,0,0,11,1,0,0,0,8,1,0,5,0,0,0,,,,,,,,,,,,,,,,
4318,RIO DOS INDIOS,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4319,RIO GRANDE,2,2,1,159,5,8,72,2,39,11,25,31,1,0,3,,,,,,,,,,,,,,,,
4320,RIO PARDO,1,1,0,26,2,2,1,0,17,1,4,6,0,0,1,,,,,,,,,,,,,,,,
4321,RIOZINHO,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4322,ROCA SALES,0,0,0,8,0,0,0,0,10,0,3,2,0,0,0,,,,,,,,,,,,,,,,
4323,RODEIO BONITO,0,0,0,3,2,1,0,0,10,0,5,0,0,0,0,,,,,,,,,,,,,,,,
4324,ROLADOR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4325,ROLANTE,0,0,0,3,0,0,1,0,19,0,3,0,0,0,0,,,,,,,,,,,,,,,,
4326,RONDA ALTA,0,0,0,5,0,1,0,0,2,0,0,1,0,0,1,,,,,,,,,,,,,,,,
4327,RONDINHA,1,1,0,1,0,1,0,0,2,3,1,1,0,0,1,,,,,,,,,,,,,,,,
4328,ROQUE GONZALES,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4329,ROSARIO DO SUL,0,0,0,28,0,0,0,0,9,2,2,6,0,0,0,,,,,,,,,,,,,,,,
4330,SAGRADA FAMILIA,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4331,SALDANHA MARINHO,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,,,,,,,,,,,,,,,,
4332,SALTO DO JACUI,0,0,0,22,0,0,0,0,9,2,3,2,0,0,0,,,,,,,,,,,,,,,,
4333,SALVADOR DAS MISSOES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4334,SALVADOR DO SUL,0,0,0,4,0,0,0,0,3,0,2,1,0,0,0,,,,,,,,,,,,,,,,
4335,SANANDUVA,0,0,0,5,2,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4336,SANTA BARBARA DO SUL,0,0,0,4,0,0,1,0,8,1,1,1,0,0,0,,,,,,,,,,,,,,,,
4337,SANTA CECILIA DO SUL,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4338,SANTA CLARA DO SUL,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4339,SANTA CRUZ DO SUL,0,0,0,100,1,11,11,1,87,7,21,14,0,0,0,,,,,,,,,,,,,,,,
4340,SANTA MARGARIDA DO SUL,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4341,SANTA MARIA,2,3,0,374,6,22,61,4,225,23,24,43,0,0,3,,,,,,,,,,,,,,,,
4342,SANTA MARIA DO HERVAL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4343,SANTA ROSA,0,0,0,70,2,3,3,0,46,4,20,19,0,0,0,,,,,,,,,,,,,,,,
4344,SANTA TEREZA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4345,SANTA VITORIA DO PALMAR,1,1,0,32,3,1,1,0,7,2,0,6,0,0,1,,,,,,,,,,,,,,,,
4346,SANTANA DA BOA VISTA,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4347,SANTANA DO LIVRAMENTO,0,0,0,90,13,2,13,2,41,8,6,8,0,0,2,,,,,,,,,,,,,,,,
4348,SANTIAGO,0,0,0,37,6,0,0,0,21,2,6,4,0,0,0,,,,,,,,,,,,,,,,
4349,SANTO ANGELO,1,1,0,106,2,7,6,0,41,6,14,16,0,0,1,,,,,,,,,,,,,,,,
4350,SANTO ANTONIO DA PATRULHA,1,1,0,24,2,3,4,2,24,0,3,3,0,0,1,,,,,,,,,,,,,,,,
4351,SANTO ANTONIO DAS MISSOES,0,0,0,8,1,0,0,0,2,3,2,0,0,0,0,,,,,,,,,,,,,,,,
4352,SANTO ANTONIO DO PALMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4353,SANTO ANTONIO DO PLANALTO,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4354,SANTO AUGUSTO,0,0,0,14,0,0,1,0,3,0,1,1,0,0,0,,,,,,,,,,,,,,,,
4355,SANTO CRISTO,0,0,0,2,1,0,0,0,5,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4356,SANTO EXPEDITO DO SUL,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4357,SAO BORJA,2,2,0,42,6,3,3,0,32,4,6,4,0,0,2,,,,,,,,,,,,,,,,
4358,SAO DOMINGOS DO SUL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4359,SAO FRANCISCO DE ASSIS,0,0,0,5,2,0,2,0,4,0,0,3,0,0,0,,,,,,,,,,,,,,,,
4360,SAO FRANCISCO DE PAULA,1,2,0,20,1,2,1,0,7,2,2,1,0,0,2,,,,,,,,,,,,,,,,
4361,SAO GABRIEL,0,0,0,99,7,1,2,0,16,4,6,13,0,0,0,,,,,,,,,,,,,,,,
4362,SAO JERONIMO,0,0,0,22,2,0,1,0,7,2,4,0,0,0,0,,,,,,,,,,,,,,,,
4363,SAO JOAO DA URTIGA,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4364,SAO JOAO DO POLESINE,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,
